Timestamp,Angle,PupilSize,ModelID,LightIntensity
2025-09-03 23:03:18.256,35.03823,1.253346,0,0
2025-09-03 23:03:22.583,30.0385,1.475626,0,0
2025-09-03 23:03:27.134,19.99637,1.397602,0,0
2025-09-03 23:03:31.325,30.00586,1.418721,0,0
2025-09-03 23:03:38.109,34.96038,1.434586,1,1
2025-09-03 23:03:38.110,34.96038,1.398116,1,1
2025-09-03 23:03:41.467,35.01814,1.441215,1,2
2025-09-03 23:03:41.467,35.01814,1.403471,1,2
2025-09-03 23:03:48.256,10.00698,0.326057,1,4
2025-09-03 23:03:48.257,10.00698,0.326057,1,4
2025-09-03 23:03:52.684,19.98884,1.418602,2,3
2025-09-03 23:03:52.987,14.99665,1.347142,2,3
2025-09-03 23:03:57.308,25.01367,1.2061,1,4
2025-09-03 23:03:57.308,25.01367,1.168295,1,4
2025-09-03 23:04:00.606,39.99274,1.218028,3,1
2025-09-03 23:04:01.010,34.99554,1.180669,3,1
2025-09-03 23:04:04.958,30.01088,1.253739,1,3
2025-09-03 23:04:04.959,30.01088,1.216657,1,3
2025-09-03 23:04:06.709,60.00167,1.269514,1,2
2025-09-03 23:04:07.113,55.00698,1.259159,1,2
2025-09-03 23:04:09.318,55.01702,1.218783,3,2
2025-09-03 23:04:09.318,55.01702,1.254121,3,2
2025-09-03 23:04:11.997,45.01758,0.9118446,1,4
2025-09-03 23:04:11.998,45.01758,0.8561525,1,4
2025-09-03 23:04:13.722,59.99916,1.425581,2,2
2025-09-03 23:04:14.025,54.9894,1.026841,2,2
2025-09-03 23:04:15.271,69.99358,1.470052,2,3
2025-09-03 23:04:15.577,64.99638,1.173431,2,3
