Timestamp,Angle,PupilSize,ModelID,LightIntensity
2025-09-03 22:50:17.346,0.002511161,0.8979885,0,0
2025-09-03 22:50:19.178,0.002511161,0.6779597,0,0
2025-09-03 22:50:20.083,0.002511161,0.6990116,0,0
2025-09-03 22:50:20.965,0.002511161,0.6345956,0,0
2025-09-03 22:50:29.520,0.002511161,0.6611056,3,105
2025-09-03 22:50:29.522,0.002511161,0.6908342,3,105
2025-09-03 22:50:51.641,6.006696,0.500249,4,18
2025-09-03 22:50:51.646,6.006696,0.5333871,4,18
2025-09-03 22:50:56.820,4.994699,0.5916014,5,46
2025-09-03 22:50:56.822,4.994699,0.5820015,5,46
2025-09-03 22:50:59.078,0,0.7350143,6,210
2025-09-03 22:50:59.080,0,0.7332004,6,210
2025-09-03 22:51:03.885,54.99693,0.7437276,6,18
2025-09-03 22:51:03.886,54.99693,0.7062624,6,18
2025-09-03 22:51:10.209,74.98326,0.8502759,1,46
2025-09-03 22:51:10.210,74.98326,0.8502759,1,46
2025-09-03 22:51:14.781,55.00195,0.8930139,6,46
2025-09-03 22:51:14.782,55.00195,0.7695394,6,46
2025-09-03 22:51:19.772,69.97852,0.8147172,4,18
2025-09-03 22:51:19.773,69.97852,0.8817756,4,18
2025-09-03 22:51:23.000,40.02288,0.7789248,5,105
2025-09-03 22:51:23.304,45.02511,0.8979814,5,105
2025-09-03 22:51:27.123,49.98214,0.8010229,4,46
2025-09-03 22:51:27.123,49.98214,0.7878519,4,46
2025-09-03 22:51:35.244,74.9933,0.7235608,3,105
2025-09-03 22:51:35.244,74.9933,0.7235608,3,105
2025-09-03 22:51:42.752,80.00307,0.7810978,2,18
2025-09-03 22:51:42.752,80.00307,0.7900821,2,18
2025-09-03 22:51:49.268,85.00028,0.8243472,1,18
2025-09-03 22:51:49.268,85.00028,0.9118024,1,18
2025-09-03 22:51:56.528,79.9654,0.9240031,1,46
2025-09-03 22:51:56.528,79.9654,0.9240031,1,46
2025-09-03 22:52:01.138,60.00167,0.7851774,1,105
2025-09-03 22:52:01.138,60.00167,0.7735475,1,105
2025-09-03 22:52:05.440,59.97656,0.8025993,3,18
2025-09-03 22:52:05.440,59.97656,0.8152981,3,18
2025-09-03 22:52:11.077,80.00558,0.785301,5,18
2025-09-03 22:52:11.077,80.00558,0.8149087,5,18
2025-09-03 22:52:16.378,74.99581,0.8506483,5,46
2025-09-03 22:52:16.380,74.99581,0.9787143,5,46
2025-09-03 22:52:23.664,74.98828,0.6894436,4,210
2025-09-03 22:52:23.664,74.98828,0.7017548,4,210
2025-09-03 22:52:29.328,74.96819,0.8114169,3,46
2025-09-03 22:52:29.328,74.96819,0.8045776,3,46
2025-09-03 22:52:34.474,70.03125,0.8449466,5,210
2025-09-03 22:52:34.474,70.03125,0.8449466,5,210
2025-09-03 22:52:42.348,54.98689,0.7930229,2,210
2025-09-03 22:52:42.349,54.98689,0.7930229,2,210
2025-09-03 22:52:47.034,64.97126,0.8283841,2,105
2025-09-03 22:52:47.036,64.97126,0.9055336,2,105
2025-09-03 22:52:51.662,64.97126,0.7882294,4,105
2025-09-03 22:52:51.664,64.97126,0.8258799,4,105
2025-09-03 22:52:56.514,69.95843,0.8016257,5,18
2025-09-03 22:52:56.514,69.95843,0.8375987,5,18
2025-09-03 22:53:01.481,59.96652,0.7964301,1,210
2025-09-03 22:53:01.482,59.96652,0.7964301,1,210
2025-09-03 22:53:06.722,75.03097,0.8347921,2,18
2025-09-03 22:53:06.722,75.03097,0.9695855,2,18
