Timestamp,Angle,PupilSize,ModelID,LightIntensity
2025-09-03 23:21:00.088,79.99554,0.8443816,0,0
2025-09-03 23:21:01.073,70.00362,1.069097,0,0
2025-09-03 23:21:01.383,65.0014,0.9285126,0,0
2025-09-03 23:21:01.691,59.99916,0.9287904,0,0
2025-09-03 23:21:02.000,55.00195,0.9938518,0,0
2025-09-03 23:21:02.311,50.00223,0.9255258,0,0
2025-09-03 23:21:02.617,45,0.8867177,0,0
2025-09-03 23:21:03.027,40.00781,1.076256,0,0
2025-09-03 23:21:03.439,35.01563,1.014636,0,0
2025-09-03 23:21:03.748,30.01088,1.062646,0,0
2025-09-03 23:21:04.056,25.02121,0.7652681,0,0
2025-09-03 23:21:04.362,20.02902,0.9123781,0,0
2025-09-03 23:21:04.671,15.03432,0.9056986,0,0
2025-09-03 23:21:04.981,10.03711,0.7807652,0,0
2025-09-03 23:21:04.986,10.03711,0.9260243,0,0
2025-09-03 23:21:05.318,10.03711,1.050034,0,0
2025-09-03 23:21:05.704,5.039899,0.7377845,0,0
2025-09-03 23:21:06.255,0.04017857,0.8448298,0,0
2025-09-03 23:21:06.316,0.04017857,1.021187,0,0
2025-09-03 23:21:06.650,0.04017857,0.7463844,0,0
2025-09-03 23:21:06.985,0.04017857,0.8882828,0,0
2025-09-03 23:21:07.317,0.04017857,1.021806,0,0
2025-09-03 23:21:07.651,0.04017857,0.6973616,0,0
2025-09-03 23:21:07.983,0.04017857,1.072431,0,0
2025-09-03 23:21:08.317,0.04017857,-0.0350657,0,0
2025-09-03 23:21:08.651,0.04017857,-0.0350657,0,0
2025-09-03 23:21:08.985,0.04017857,-0.03483683,0,0
2025-09-03 23:21:09.318,0.04017857,-0.03483683,0,0
2025-09-03 23:21:09.650,0.04017857,-0.03483683,0,0
2025-09-03 23:21:09.985,0.04017857,-0.03483683,0,0
2025-09-03 23:21:10.317,0.04017857,-0.03483683,0,0
2025-09-03 23:21:10.650,0.04017857,0.8400176,0,0
2025-09-03 23:21:10.984,0.04017857,0.8920226,0,0
2025-09-03 23:21:11.638,80.00307,0.813665,0,0
2025-09-03 23:21:11.824,80.00307,0.707689,0,0
2025-09-03 23:21:12.423,84.99776,0.7186429,0,0
2025-09-03 23:21:12.748,89.99247,0.6692529,0,0
2025-09-03 23:21:12.824,89.99247,0.6729378,0,0
2025-09-03 23:21:13.688,88.00362,0.7898822,0,0
2025-09-03 23:21:13.997,87.0067,1.064068,0,0
2025-09-03 23:21:14.304,82.00697,0.6740167,0,0
2025-09-03 23:21:14.611,77.00475,0.8677053,0,0
2025-09-03 23:21:15.021,72.02009,0.8372194,0,0
2025-09-03 23:21:15.331,67.02539,0.5839806,0,0
2025-09-03 23:21:15.641,62.03571,0.7247092,0,0
2025-09-03 23:21:15.949,57.04102,0.85786,0,0
2025-09-03 23:21:16.258,52.0438,1.009262,0,0
2025-09-03 23:21:16.565,47.04409,0.9196021,0,0
2025-09-03 23:21:16.873,42.04688,0.8296904,0,0
2025-09-03 23:21:17.486,37.04464,0.7157148,0,0
2025-09-03 23:21:17.492,80.00056,0.7677028,0,0
2025-09-03 23:21:17.579,80.00056,0.7341194,0,0
2025-09-03 23:21:18.368,70.00865,0.8343819,0,0
2025-09-03 23:21:18.675,65.01646,-0.03474635,0,0
2025-09-03 23:21:18.983,60.01925,-0.03474635,0,0
2025-09-03 23:21:19.291,55.02707,-0.03474635,0,0
2025-09-03 23:21:19.700,50.02985,-0.03474635,0,0
2025-09-03 23:21:20.009,45.03013,-0.03474635,0,0
2025-09-03 23:21:20.421,40.03794,-0.03474635,0,0
2025-09-03 23:21:20.829,35.03823,-0.03474635,0,0
2025-09-03 23:21:21.139,30.02846,-0.03474585,0,0
2025-09-03 23:21:21.143,30.02846,-0.03474585,0,0
2025-09-03 23:21:21.459,30.02846,-0.03474585,0,0
2025-09-03 23:21:21.793,30.02846,-0.03474585,0,0
2025-09-03 23:21:22.126,30.02846,-0.03474585,0,0
2025-09-03 23:21:22.459,30.02846,-0.03474585,0,0
2025-09-03 23:21:22.792,30.02846,-0.03474585,0,0
2025-09-03 23:21:23.127,30.02846,-0.03474585,0,0
